id	name	namespace	UPS1_mean	UPS2_mean	UPS1_01	UPS1_02	UPS1_03	UPS1_04	UPS2_01	UPS2_02	UPS2_03	UPS2_04	UPS1_01_n_peptide	UPS1_02_n_peptide	UPS1_03_n_peptide	UPS1_04_n_peptide	UPS2_01_n_peptide	UPS2_02_n_peptide	UPS2_03_n_peptide	UPS2_04_n_peptide	UPS1_01_n_samp_children	UPS1_02_n_samp_children	UPS1_03_n_samp_children	UPS1_04_n_samp_children	UPS2_01_n_samp_children	UPS2_02_n_samp_children	UPS2_03_n_samp_children	UPS2_04_n_samp_children
GO:0000034	adenine deaminase activity	molecular_function	21.407035759023874	22.072930443361948	21.509382045177993	22.137171811772934	21.204916170239677	20.079376202805005	21.24007784622462	22.01781235096931	22.32952325833015	22.430665185868655	1.0	2.0	1.0	1.0	1.0	2.0	2.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000035	acyl binding	molecular_function	29.506823405447133	29.472422077918576	29.264589981722086	29.593474671448465	29.22501663783781	29.85176755268914	29.419496025578177	29.466450019941124	29.412038668802843	29.584978797596442	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000036	acyl carrier activity	molecular_function	29.551237760832354	29.533285423818853	29.380035020105446	29.61829087974037	29.26951876816452	29.863569565024402	29.5296937991547	29.488388247323368	29.489911710386853	29.62108015543687	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000041	transition metal ion transport	biological_process	31.367825724950926	31.5073784284745	31.23654411443314	31.470987400418913	31.267976124600104	31.47848948483804	31.564828183230603	31.45160639388764	31.57220529119182	31.435406067647005	141.0	167.0	145.0	159.0	162.0	151.0	147.0	146.0	7.0	6.0	7.0	7.0	7.0	7.0	7.0	7.0
GO:0000049	tRNA binding	molecular_function	33.53513984135984	33.55362376559694	33.54989167885171	33.66068343074293	33.380078584860755	33.53616294163575	33.67956376128204	33.46189324311196	33.49802719568799	33.56538926404245	272.0	294.0	257.0	269.0	292.0	272.0	266.0	268.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0000050	urea cycle	biological_process	27.74731980558663	27.745047891138956	27.930605243093922	27.93831941162167	27.47525541253779	27.587029800801073	28.0124430509606	27.633798029908313	27.485180216490487	27.79526001081449	25.0	28.0	19.0	23.0	28.0	22.0	22.0	24.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000053	argininosuccinate metabolic process	biological_process	27.731303676932427	27.724374179967214	27.919433386899886	27.920423871883713	27.464103947296962	27.562719064234404	27.992413988104595	27.62321321737757	27.472417846699205	27.75829402460674	21.0	24.0	17.0	20.0	24.0	20.0	20.0	22.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000054	ribosomal subunit export from nucleus	biological_process	25.997009477128575	25.710577447992648	26.700723056134848	26.40404956579862	25.147949044441575	24.96845035520813	26.409150961583475	24.69165025429101	26.117242568905752	24.868913103117833	9.0	9.0	9.0	9.0	9.0	8.0	9.0	7.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0000055	ribosomal large subunit export from nucleus	biological_process	24.133271057167264	23.67267031227105	25.278195240949355	24.753727731415626	21.06196480817762	21.215386978242503	24.598052574620922	21.838871237281126	24.435178080218158	20.65934509552879	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000056	ribosomal small subunit export from nucleus	biological_process	25.53353317993072	25.30795750812169	26.02712674468013	25.850688876005826	25.060393740043935	24.85727301311832	25.9252188048401	24.47669138902767	25.57848535202962	24.78874930512785	7.0	7.0	7.0	7.0	7.0	6.0	7.0	6.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000062	fatty-acyl-CoA binding	molecular_function	24.301211702480476	24.094568844229343	24.183081941040147	24.605392199713773	24.334077912651928	24.016418078656002	24.2115979421653	23.882118209280446	23.91442899613872	24.32084720450991	5.0	6.0	5.0	5.0	5.0	5.0	5.0	6.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000075	cell cycle checkpoint	biological_process	22.794763357213856	23.88780431342811	NA	22.008548992736415	23.370952534942898	22.688871716821737	24.54269820161608	23.616789737084755	NA	23.143035096444834	NA	1.0	1.0	1.0	1.0	1.0	NA	1.0	NA	2.0	2.0	2.0	2.0	2.0	NA	2.0
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	biological_process	16.69929071944297	16.527737817004372	NA	15.83771920580025	17.645026985242446	15.765484982179858	16.306409777589153	16.719584092853665	NA	NA	NA	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000086	G2/M transition of mitotic cell cycle	biological_process	20.325119013812166	20.12403981496683	20.86607025168006	19.54789493871915	20.231559972662883	20.359859040295493	20.16933410112874	19.976378105809204	19.89168295482328	20.403987500118703	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000096	sulfur amino acid metabolic process	biological_process	32.182037382268085	32.148611712651444	32.085407013731114	32.275179901479135	31.974388054523182	32.36109873634717	32.18547043165545	32.05797009633293	32.13776289280639	32.20867147381436	218.0	242.0	187.0	233.0	248.0	213.0	232.0	224.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
GO:0000097	sulfur amino acid biosynthetic process	biological_process	32.0453325685313	32.00400095805615	31.937703232226426	32.13846203342159	31.84190005494628	32.230215617482415	32.02952976533829	31.880180844331097	32.01666648153161	32.08203040448468	160.0	174.0	140.0	168.0	175.0	150.0	163.0	163.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0000098	sulfur amino acid catabolic process	biological_process	24.837149022753973	25.060530826863562	24.768595185496125	24.80611922234759	24.54520447387999	25.16009792697202	25.10700636813187	25.55188284714053	24.67940629059878	24.727124903818147	7.0	9.0	5.0	8.0	9.0	9.0	8.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0000099	sulfur amino acid transmembrane transporter activity	molecular_function	26.13263021568156	26.46565787469873	25.667875140741067	26.120323743481496	26.16159735226149	26.470191087639357	25.940114162523408	26.209117388284316	26.833094770232066	26.702182410925367	15.0	15.0	13.0	16.0	15.0	12.0	15.0	13.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
GO:0000100	S-methylmethionine transmembrane transporter activity	molecular_function	19.081450904377704	21.308724805525333	NA	NA	15.888008898116523	20.00036023147612	NA	21.669388593326374	NA	20.82672296850881	NA	NA	1.0	1.0	NA	1.0	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000101	sulfur amino acid transport	biological_process	28.37643025140634	28.73283404963171	28.071337514139017	28.395730781652688	28.169228093994942	28.76701688427396	28.767604335698152	28.32648003337735	29.13503035791461	28.580125907264375	36.0	39.0	34.0	43.0	42.0	36.0	38.0	36.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
GO:0000103	sulfate assimilation	biological_process	29.897497288547708	29.68899802304691	30.117602176909113	30.100300001351126	29.54963356524731	29.74309236092079	29.907328820372	29.437692411027	29.644980586640195	29.72676999520045	90.0	95.0	69.0	88.0	94.0	77.0	84.0	80.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0000104	succinate dehydrogenase activity	molecular_function	31.98889983405441	31.957180366593445	31.952699834125777	32.142669082462	31.828671277833294	32.013821262971454	32.18322824490737	31.86494047129641	31.92619953178385	31.826741757274643	62.0	64.0	56.0	64.0	64.0	60.0	63.0	62.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0000105	histidine biosynthetic process	biological_process	29.995581548678803	29.918333023182857	30.479146467366913	30.27076279737058	28.996875219703885	29.829420454219683	29.88109756844357	29.905812219925405	30.11050761793846	29.752860012771997	87.0	94.0	68.0	88.0	92.0	74.0	92.0	83.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000107	imidazoleglycerol-phosphate synthase activity	molecular_function	26.36660825741722	26.386248680387414	26.253627870408028	26.24719244487873	25.89424104666199	26.8866360418109	26.47832237441375	26.02920242044404	26.245305130884475	26.704029183459042	15.0	17.0	13.0	18.0	17.0	14.0	18.0	15.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000109	nucleotide-excision repair complex	cellular_component	23.411576400398136	19.675309047925733	23.98131710652641	23.50612154498078	23.923996953636887	17.876948728981105	17.3025788680998	19.71565206797588	18.918961991460645	20.803977545512822	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0000111	nucleotide-excision repair factor 2 complex	cellular_component	23.411576400398136	19.675309047925733	23.98131710652641	23.50612154498078	23.923996953636887	17.876948728981105	17.3025788680998	19.71565206797588	18.918961991460645	20.803977545512822	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000122	negative regulation of transcription by RNA polymerase II	biological_process	30.00623083920022	29.48769134121445	29.90846344434798	30.177178219873696	29.631695077548745	30.230729161006305	29.510749197380754	29.166342223059655	29.734564945908005	29.483262922137882	15.0	15.0	15.0	15.0	13.0	12.0	12.0	11.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000123	histone acetyltransferase complex	cellular_component	23.279347769536308	22.684154903303714	24.369491778105303	23.750528440737455	21.991574495102018	19.54662605884461	23.080022332082585	23.184147108367288	22.779132429354572	20.376665615503814	3.0	3.0	1.0	1.0	3.0	2.0	2.0	1.0	1.0	1.0	NA	NA	1.0	NA	NA	NA
GO:0000127	transcription factor TFIIIC complex	cellular_component	NA	20.61140356353329	NA	NA	NA	NA	NA	15.477983690973993	NA	21.59070487067746	NA	NA	NA	NA	NA	1.0	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000139	Golgi membrane	cellular_component	27.102846639520767	25.281814883978026	27.488333186760716	27.233587726129652	27.002802494018642	26.516092640385192	25.777939841082024	25.605858401847847	24.679223100620195	24.723672023357786	5.0	5.0	3.0	4.0	4.0	2.0	3.0	4.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000145	exocyst	cellular_component	24.14687973193041	22.689165372204133	24.43460727682624	24.329886454957084	23.399011869658928	24.215280463628094	22.828486113182013	23.38187819706277	22.592278828063474	21.163190657769327	5.0	5.0	3.0	5.0	4.0	6.0	4.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000150	recombinase activity	molecular_function	24.021334932594275	24.507014003965388	24.13547785398733	23.22227511238262	24.527935627648475	23.904558110841794	25.457334431936598	23.686630998588573	24.532228765217752	23.459423520907617	5.0	4.0	4.0	4.0	6.0	4.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0000151	ubiquitin ligase complex	cellular_component	30.080346876600178	26.150352961373	29.859385101891483	30.149621460150748	30.208838393890513	30.079867294358905	26.13245386896517	26.54507608677833	25.74709803787888	26.063369498943477	21.0	22.0	19.0	21.0	13.0	12.0	12.0	14.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0000152	nuclear ubiquitin ligase complex	cellular_component	29.793962483918264	24.83508859847114	29.53646651383626	29.812360516218327	30.073390133496467	29.699950873411783	24.768266562452105	25.337924406008533	24.920514521066064	24.017181246162238	13.0	14.0	13.0	13.0	8.0	7.0	7.0	9.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0000154	rRNA modification	biological_process	29.655325128203483	29.585564569508204	29.63136989171431	29.927425530897484	29.342521747436336	29.660835685460594	29.696568443227864	29.31322437319984	29.627479247571962	29.673116951688442	149.0	167.0	127.0	154.0	166.0	127.0	155.0	146.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	3.0
GO:0000155	phosphorelay sensor kinase activity	molecular_function	29.476224781403076	29.396320061365692	29.567876266207772	29.61267771585043	29.22588556490438	29.468286529688026	29.482648327867185	29.398355511160837	29.4143930182262	29.28278026928852	102.0	124.0	93.0	117.0	119.0	101.0	104.0	112.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000156	phosphorelay response regulator activity	molecular_function	28.680927098783467	28.48333437163417	28.32941145621418	28.7299370283234	28.800436477805402	28.812279076580854	28.764828009517352	28.39401005547971	28.164033091142215	28.544248602548308	14.0	15.0	14.0	15.0	16.0	14.0	14.0	14.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000160	phosphorelay signal transduction system	biological_process	31.783260413375768	31.76130809335754	31.709784398414662	31.94700999846029	31.738495908762776	31.72438431519542	31.89795054859295	31.755625676063442	31.63426224171653	31.74517948325438	232.0	270.0	212.0	249.0	268.0	224.0	239.0	236.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0000162	tryptophan biosynthetic process	biological_process	28.79093698153832	28.730125420252048	28.79262044520053	28.77793354554817	28.758038091377042	28.83407281594564	28.846896103226435	28.658188775195285	28.84432473695406	28.548911747773133	54.0	65.0	49.0	59.0	63.0	51.0	59.0	52.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000165	MAPK cascade	biological_process	27.068088644736306	26.272386326795246	26.813448081523845	27.171140236911832	27.126981158947462	27.133103019542965	26.01494653398693	26.248722710786147	26.4313241933701	26.36084346664541	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0000166	nucleotide binding	molecular_function	37.421099457112625	37.389348483632844	37.408926849141075	37.53580299300385	37.26566946623063	37.46063748523729	37.50136202259786	37.308098866767274	37.41065843070955	37.329169834032996	5725.0	6166.0	5114.0	5915.0	6097.0	5360.0	5670.0	5474.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0
GO:0000175	3'-5'-exoribonuclease activity	molecular_function	27.341127324179677	27.227938996302544	27.35925171062618	27.322090060894755	27.293590708956724	27.38779965509346	27.568373975805017	27.265412708221454	26.68554629715048	27.257802376205934	15.0	18.0	17.0	18.0	19.0	15.0	16.0	14.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000179	rRNA (adenine-N6,N6-)-dimethyltransferase activity	molecular_function	25.402339289479002	24.58603387348226	25.67236008062051	25.642958697245223	25.00380824976775	25.174722682110612	24.783881566937623	24.130747339019454	25.183194989449905	23.875069995238	8.0	10.0	6.0	8.0	8.0	6.0	7.0	5.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000187	activation of MAPK activity	biological_process	21.19965775319207	20.81266393228074	19.960236722433418	20.768565331495797	22.056874664334078	21.232770092029988	19.737296292257284	21.631364957912478	19.713409677364705	21.185476775289324	1.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000209	protein polyubiquitination	biological_process	29.776758546566413	23.790739902220622	29.408755793831794	29.94388946846899	29.731574877677602	29.95710479457543	23.0073673918411	24.959838388393553	22.200283543977054	23.5361325528299	16.0	16.0	13.0	16.0	7.0	6.0	5.0	7.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0000210	NAD+ diphosphatase activity	molecular_function	25.054396288437257	25.1776322865491	25.130826292390058	25.044187649013942	24.689335238388935	25.288541270847706	25.38901087695609	24.955226739649845	25.157694455550857	25.175893848848297	10.0	10.0	10.0	10.0	10.0	10.0	10.0	9.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000217	DNA secondary structure binding	molecular_function	28.697942916191533	28.823487299124178	28.979145440313868	28.872999401342017	27.820115389293445	28.850577734320428	29.02023284694514	28.664159641935655	28.945809441098827	28.622511973292937	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0000221	vacuolar proton-transporting V-type ATPase, V1 domain	cellular_component	24.28974888843662	25.02245828941957	25.162782221258265	24.661036750700326	17.13363954930306	24.085469371358236	24.865120180495058	25.83869019214995	24.62713233504344	24.24205344446462	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000226	microtubule cytoskeleton organization	biological_process	31.14160634892345	25.321943010996574	31.191895476337606	31.17740164030034	31.028503863343385	31.162813453416927	24.66151517594276	25.012379269936574	24.419685743940146	26.340131853733258	25.0	26.0	23.0	25.0	10.0	12.0	9.0	11.0	1.0	2.0	1.0	1.0	1.0	1.0	NA	1.0
GO:0000235	astral microtubule	cellular_component	21.37237180544754	21.423039853973247	21.3133794528341	21.15194046011024	22.06448826089906	20.551513142198203	20.97936196336687	22.111563759382996	22.02584520250857	18.528092290674824	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000244	spliceosomal tri-snRNP complex assembly	biological_process	24.224769516654902	24.05912052964447	25.019771404065317	24.36182505653133	23.976978751713965	22.594718514044555	24.175529340719237	24.84944113487792	22.717470328525547	23.722581871146364	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000245	spliceosomal complex assembly	biological_process	21.795178264341764	22.24733274713158	21.815857669375635	21.743648744420515	NA	21.824666634232536	22.135836772101722	NA	22.275381561987214	22.324220245920102	1.0	1.0	NA	1.0	1.0	NA	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000255	allantoin metabolic process	biological_process	22.746215309501885	22.1833637895858	22.715546773490253	23.186440828511955	22.329105190599055	22.618522041359864	21.813285019440123	22.482884519655553	22.362012379917985	21.9719677883567	3.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0000256	allantoin catabolic process	biological_process	22.746215309501885	22.1833637895858	22.715546773490253	23.186440828511955	22.329105190599055	22.618522041359864	21.813285019440123	22.482884519655553	22.362012379917985	21.9719677883567	3.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0000270	peptidoglycan metabolic process	biological_process	31.78809259647184	31.65983554573636	31.79598101022849	31.88362827284661	31.471963948730355	31.955235666762942	31.760789371971818	31.67827044317959	31.7374633089757	31.441197305036745	241.0	278.0	215.0	266.0	273.0	225.0	257.0	249.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
GO:0000271	polysaccharide biosynthetic process	biological_process	32.391438105523186	32.43327062091753	32.409395551951334	32.652140643138544	32.01789427486047	32.41650797873125	32.58617859292314	32.23125505174818	32.426395060894464	32.46693821113888	440.0	485.0	358.0	458.0	484.0	405.0	463.0	452.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0000272	polysaccharide catabolic process	biological_process	32.43679863685115	32.465314403733316	32.449349837151786	32.58736077095328	32.328819321426245	32.36791213737854	32.54195447657124	32.1425443258932	32.523961579542636	32.608601854254495	180.0	190.0	162.0	177.0	194.0	168.0	177.0	162.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0
GO:0000287	magnesium ion binding	molecular_function	34.843714756456755	34.85735399864515	34.83932346601744	34.93749193570798	34.703757626024924	34.88402165364831	34.95971086315085	34.81219367853026	34.82640273473785	34.82602337233064	925.0	998.0	833.0	971.0	1004.0	889.0	951.0	912.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000302	response to reactive oxygen species	biological_process	32.32688946217269	32.43794189624362	32.33182485052203	32.42371066312697	32.140444006645396	32.39506559777804	32.53697748451597	32.246842725054854	32.60086512321899	32.33858862791105	158.0	172.0	153.0	162.0	175.0	153.0	167.0	164.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0
GO:0000303	response to superoxide	biological_process	29.166448264654328	29.321825781467197	29.16616704754846	29.30832182216832	28.92400794424011	29.238956958628027	29.22645315018008	29.192736352613977	29.512459718502697	29.33374508198176	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000305	response to oxygen radical	biological_process	29.252714584445105	29.373876234092368	29.241241147501526	29.360562531787547	29.004135396672325	29.375157662833985	29.27874715994524	29.24499670197684	29.562593322252663	29.387546178359273	18.0	18.0	17.0	17.0	18.0	16.0	18.0	17.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0000309	nicotinamide-nucleotide adenylyltransferase activity	molecular_function	25.04586385346204	24.92348743682063	24.962994193054143	25.059332576409915	24.52560241035556	25.477965182973307	25.05471680139198	24.89183975937974	24.762271205099758	24.969210259478743	11.0	11.0	10.0	13.0	11.0	10.0	11.0	12.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000310	xanthine phosphoribosyltransferase activity	molecular_function	26.191583518626707	26.06082202027282	26.543198621926592	26.080403028767932	26.136339042399403	25.932727169911402	26.05052425162312	26.06751547527774	25.609448285088515	26.40691771276371	5.0	5.0	4.0	5.0	4.0	4.0	5.0	5.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000313	organellar ribosome	cellular_component	28.513172617667554	28.568441457861216	28.287068753311516	28.523957775455916	28.615002466964853	28.60324277815582	28.70903867783552	28.48241523512348	28.55693445296652	28.514751337869523	15.0	16.0	15.0	15.0	16.0	15.0	16.0	15.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0000315	organellar large ribosomal subunit	cellular_component	21.314759512958563	21.63301635180338	21.658705113087787	20.590266434827505	21.802042202898	20.848353187154654	20.456949442247414	22.27219631137162	NA	NA	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA
GO:0000322	storage vacuole	cellular_component	22.83755416284639	20.39170761545083	23.738935017730853	22.305360982671704	22.66107939732308	21.9901447768401	21.05626585999361	19.351635298184657	NA	20.284858644476	1.0	1.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	1.0
GO:0000323	lytic vacuole	cellular_component	23.170116285201104	21.254386870411874	24.090699720282768	22.990284419844233	22.817114411808664	21.9901447768401	22.406176959913942	19.351635298184657	NA	20.284858644476	2.0	2.0	2.0	1.0	2.0	1.0	NA	1.0	2.0	2.0	2.0	1.0	2.0	1.0	NA	1.0
GO:0000324	fungal-type vacuole	cellular_component	22.83755416284639	20.39170761545083	23.738935017730853	22.305360982671704	22.66107939732308	21.9901447768401	21.05626585999361	19.351635298184657	NA	20.284858644476	1.0	1.0	1.0	1.0	1.0	1.0	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000329	fungal-type vacuole membrane	cellular_component	23.70901683072323	23.704077173835824	23.85747748356712	23.579765616862048	23.761566411942102	23.620074574366186	23.668171492139077	24.041088555077945	23.310886154388356	NA	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000334	3-hydroxyanthranilate 3,4-dioxygenase activity	molecular_function	23.38193619687655	22.921077640431733	23.939138523033318	23.21467226772807	23.690345191179688	22.058982132254805	22.86807206188133	23.51514570444298	22.103512493463338	22.86094810955266	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000350	generation of catalytic spliceosome for second transesterification step	biological_process	20.879283729886197	20.92117447468969	21.029034575616862	20.224974041816772	21.639943816394172	20.045297405956077	20.46632630876532	21.260535849478668	20.525397457162768	21.237478654861373	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000372	Group I intron splicing	biological_process	21.603970129512604	22.342029175904262	21.436480996665715	22.486582003066182	21.696700468474095	19.27852068676799	22.283276432499672	22.345860597763284	21.68291563901803	22.831551200690114	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
