id	name	namespace	NS_mean	WS_mean	X737NS	X737WS	X852NS	X852WS	X867NS	X867WS	X737NS_n_peptide	X737WS_n_peptide	X852NS_n_peptide	X852WS_n_peptide	X867NS_n_peptide	X867WS_n_peptide	X737NS_n_samp_children	X737WS_n_samp_children	X852NS_n_samp_children	X852WS_n_samp_children	X867NS_n_samp_children	X867WS_n_samp_children	log2fc_NS_over_WS	p	corrected_p
GO:0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	biological_process	25.619157432612585	25.295342085930496	26.095338569902147	24.906256216480237	25.232775870264767	25.36710603537391	25.37429688772296	25.540698729996627	4.0	3.0	5.0	5.0	5.0	3.0	NA	NA	NA	NA	NA	NA	0.323815346682089	0.41685501035093264	0.5334252034020883
GO:0001882	nucleoside binding	molecular_function	26.76263646621337	27.35928516732513	26.499709498535232	26.99846785027424	26.88280441258455	27.380741079615674	26.873324733414393	27.629866091584	46.0	50.0	54.0	59.0	55.0	47.0	2.0	2.0	2.0	2.0	2.0	2.0	-0.5966487011117607	0.05859290720795736	0.12004885345791064
GO:0002161	aminoacyl-tRNA editing activity	molecular_function	20.679659895673087	22.55409779723287	19.64217472455539	22.640289806954733	20.424608952146748	22.805916566847795	21.423706003621376	22.134683746225107	3.0	6.0	7.0	8.0	6.0	6.0	NA	NA	NA	NA	NA	NA	-1.8744379015597836	0.02145342432802787	0.06260897303893848
GO:0002181	cytoplasmic translation	biological_process	24.35472560437373	25.69928397663519	24.83371899742227	25.497065985910048	23.53392278100809	25.533288486250072	24.41145107103931	26.009011410100182	6.0	5.0	6.0	7.0	5.0	5.0	NA	NA	NA	NA	NA	NA	-1.34455837226146	0.02710634349860969	0.06969195247082471
GO:0003674	molecular_function	molecular_function	31.81760258807589	32.53939631955429	31.83038903014164	32.31197982041182	31.541866578775377	32.726675662971786	32.0380178892393	32.549778613189766	1241.0	1387.0	1544.0	1702.0	1533.0	1372.0	11.0	11.0	10.0	10.0	11.0	11.0	-0.7217937314784031	0.017936244843171596	0.05706935219758376
GO:0003676	nucleic acid binding	molecular_function	28.956889154484053	29.651530667000976	29.053835381559267	29.451085638263233	28.673681364029946	29.730355531062752	29.10579847786357	29.753934201895326	193.0	195.0	223.0	240.0	224.0	195.0	3.0	3.0	3.0	3.0	3.0	3.0	-0.6946415125169239	0.01384503985561647	0.05421789866944534
GO:0003677	DNA binding	molecular_function	26.444494059164445	26.793716226826	26.68790748022688	26.15458942712172	25.514171809182162	27.095320413095504	26.813506714396077	26.96413410059029	46.0	51.0	54.0	62.0	56.0	53.0	2.0	2.0	2.0	2.0	2.0	2.0	-0.349222167661555	0.47535005318509505	0.5748419247819755
GO:0003700	DNA-binding transcription factor activity	molecular_function	19.680494690604263	21.133773289723	18.261421602909067	20.129037692320665	19.773604635253662	21.24791138898808	20.32146763345303	21.63896332502376	3.0	5.0	3.0	5.0	5.0	6.0	NA	NA	NA	NA	NA	NA	-1.453278599118736	0.11195055455316742	0.1988686869702229
GO:0003723	RNA binding	molecular_function	28.633433286095066	29.384657489374607	28.69957836739233	29.229346838341694	28.45902606348812	29.427102792112127	28.72692978064314	29.48523568419089	135.0	130.0	149.0	159.0	148.0	128.0	6.0	5.0	6.0	6.0	5.0	5.0	-0.7512242032795413	0.0028322815669556385	0.032102010925530784
GO:0003735	structural constituent of ribosome	molecular_function	28.442485339884467	29.072690570877622	28.56408303565895	28.729347584023433	28.1955614563026	29.197997358331534	28.53924603136322	29.237538089118022	100.0	95.0	104.0	112.0	105.0	92.0	NA	NA	NA	NA	NA	NA	-0.6302052309931554	0.036924768340461364	0.08381336305850753
GO:0003743	translation initiation factor activity	molecular_function	20.845167900415603	23.31728378932528	20.485641277536086	23.297779122124254	20.93378097709157	23.395437455348702	21.055846357781185	23.25502360153008	2.0	3.0	4.0	4.0	4.0	4.0	NA	NA	NA	NA	NA	NA	-2.472115888909677	0.00015210471389366252	0.027478032807088933
GO:0003746	translation elongation factor activity	molecular_function	26.880703827399696	27.52388418825533	26.51226212355944	27.34661879939839	27.128154712897164	27.66262227174253	26.93489038173321	27.54490979526312	30.0	31.0	34.0	36.0	33.0	29.0	NA	NA	NA	NA	NA	NA	-0.6431803608556343	0.03182262286656784	0.07584391783198668
GO:0003755	peptidyl-prolyl cis-trans isomerase activity	molecular_function	23.64112093560822	24.683582305821854	23.230984830772005	24.44291815066555	23.44500483236154	24.87257842829607	24.10008062186472	24.70317633536541	12.0	12.0	13.0	14.0	12.0	10.0	NA	NA	NA	NA	NA	NA	-1.0424613702136334	0.020293056298131107	0.06014315130845074
GO:0003824	catalytic activity	molecular_function	30.57914732717666	31.17019021409415	30.637207142515066	30.97684597561164	30.243389254681894	31.356711909721678	30.801417196827305	31.15190738207338	550.0	633.0	707.0	784.0	705.0	622.0	10.0	11.0	10.0	11.0	10.0	11.0	-0.5910428869174886	0.03892862809951397	0.08664270534210891
GO:0003887	DNA-directed DNA polymerase activity	molecular_function	20.179597584829484	22.406618522024523	19.73309084136577	22.49734353841301	19.919298187762106	22.998943707311806	20.696891264907887	21.18034514162381	4.0	4.0	4.0	5.0	3.0	4.0	NA	NA	NA	NA	NA	NA	-2.2270209371950394	0.026877636195336112	0.06969195247082471
GO:0003899	DNA-directed 5'-3' RNA polymerase activity	molecular_function	24.00057810431253	25.363805425080013	23.867352362225407	25.192115945122765	24.098200008803897	25.65895235957187	24.026600884979462	25.18786066580025	19.0	19.0	22.0	25.0	23.0	20.0	NA	NA	NA	NA	NA	NA	-1.363227320767482	0.001383002322219857	0.027478032807088933
GO:0003918	DNA topoisomerase type II (ATP-hydrolyzing) activity	molecular_function	19.199534004689934	21.999542405603453	18.854051073193947	21.844696629582238	19.52441072417529	21.463119379695037	19.141238494912304	22.497582188814764	2.0	4.0	4.0	3.0	3.0	4.0	NA	NA	NA	NA	NA	NA	-2.8000084009135193	0.0015366660008957278	0.027478032807088933
GO:0003924	GTPase activity	molecular_function	26.561002441019703	27.193595077425822	26.272302549374018	26.85271890591077	26.74025187572805	27.158849724799172	26.63010773509844	27.49721136337216	32.0	35.0	40.0	42.0	40.0	35.0	NA	NA	NA	NA	NA	NA	-0.6325926364061196	0.056260791791506684	0.1165984525534124
GO:0003989	acetyl-CoA carboxylase activity	molecular_function	22.81576643079639	23.779380098691174	23.442982399095744	24.329652434342627	22.099470955076832	23.45615800039011	22.57579178315465	23.33785372329903	3.0	4.0	5.0	5.0	4.0	3.0	NA	NA	NA	NA	NA	NA	-0.9636136678947835	0.11694682383577618	0.20302671867198915
GO:0004022	alcohol dehydrogenase (NAD) activity	molecular_function	22.980743907623356	24.34631344335831	22.55722460698309	24.507740466646037	23.35912795119913	24.111633644443984	22.91357819889689	24.39138389387015	6.0	9.0	9.0	10.0	8.0	8.0	NA	NA	NA	NA	NA	NA	-1.3655695357349522	0.005850074419250403	0.037690960032254736
GO:0004084	branched-chain-amino-acid transaminase activity	molecular_function	22.372882456470666	21.94868840961891	22.619084734230647	21.34838208602848	21.63257719385143	22.478118461392683	22.654202707001534	21.79191211265976	3.0	3.0	6.0	6.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	0.4241940468517562	0.4120932066502385	0.5285141574079293
GO:0004175	endopeptidase activity	molecular_function	20.09245208362797	21.76692463011415	19.082291428545144	21.24477394224029	20.219675853273817	22.231503014798072	20.58949630905792	21.652503630309248	2.0	5.0	3.0	6.0	5.0	6.0	2.0	2.0	2.0	3.0	3.0	3.0	-1.6744725464861823	0.031222205835371494	0.07503824259593485
GO:0004177	aminopeptidase activity	molecular_function	21.608119790566093	23.543611298057453	21.20211100197821	23.018814648490395	21.711923307722287	23.936982164448967	21.83547741362077	23.53127298713697	6.0	8.0	11.0	11.0	8.0	11.0	2.0	1.0	2.0	2.0	2.0	2.0	-1.93549150749136	0.004351394936280221	0.03607264462579927
GO:0004312	fatty acid synthase activity	molecular_function	23.158059411456648	24.533264585187588	23.266428154249567	24.881652364279947	22.509891640031306	24.489339795546304	23.51859357860397	24.13134470941947	7.0	7.0	8.0	8.0	8.0	7.0	4.0	4.0	4.0	4.0	4.0	4.0	-1.37520517373094	0.0196996106994162	0.059937113404606744
GO:0004315	3-oxoacyl-[acyl-carrier-protein] synthase activity	molecular_function	22.224812139160715	23.66739242425607	21.755433723133315	24.097824507958787	21.151018964408266	23.690133128290267	23.074936241260254	23.015568922140353	3.0	3.0	3.0	3.0	4.0	3.0	NA	NA	NA	NA	NA	NA	-1.4425802850953566	0.06867785212368145	0.13272396849611523
GO:0004332	fructose-bisphosphate aldolase activity	molecular_function	22.69753340394348	25.9173810615328	23.847113539908186	26.560948383960923	20.40572128928	25.70880808103633	21.904896422177163	25.11252711267223	3.0	3.0	3.0	3.0	3.0	3.0	NA	NA	NA	NA	NA	NA	-3.2198476575893196	0.02580671611422322	0.06969195247082471
GO:0004333	fumarate hydratase activity	molecular_function	24.133209834610852	25.41176595041739	19.99291034447609	25.415052583435234	24.653655662049808	24.13530236381675	24.726700704573048	26.076169708991852	2.0	3.0	3.0	3.0	3.0	3.0	NA	NA	NA	NA	NA	NA	-1.2785561158065377	0.27913686499798634	0.39817029121907277
GO:0004372	glycine hydroxymethyltransferase activity	molecular_function	20.610000669186853	22.571999769453114	20.46439325484175	22.31219771613512	20.03154878869168	22.548660904844393	21.12229765319752	22.811818902179407	3.0	3.0	1.0	2.0	3.0	3.0	NA	NA	NA	NA	NA	NA	-1.9619991002662616	0.004414484482178232	0.03607264462579927
GO:0004422	hypoxanthine phosphoribosyltransferase activity	molecular_function	20.09213558784318	22.56947072712725	18.531723294462964	22.348184222950373	20.697654664153337	22.638520795858184	20.280434884244308	22.697993915799266	1.0	3.0	4.0	4.0	4.0	4.0	NA	NA	NA	NA	NA	NA	-2.477335139284069	0.015427897075696174	0.05421789866944534
GO:0004494	methylmalonyl-CoA mutase activity	molecular_function	24.42387690362505	25.287500152649933	21.179605642280254	24.912149363499843	25.20892840482342	24.47748693189229	24.65200712426785	26.01755785009977	2.0	3.0	3.0	3.0	3.0	3.0	NA	NA	NA	NA	NA	NA	-0.863623249024883	0.33888489332404315	0.4497497888198438
GO:0004518	nuclease activity	molecular_function	24.551667888757553	25.17780444854162	25.09316614505454	24.647488491573554	24.8384436427003	26.24349435112992	22.92842880383224	22.956358349821386	8.0	13.0	11.0	12.0	9.0	13.0	3.0	4.0	4.0	4.0	3.0	4.0	-0.6261365597840687	0.7923276457696553	0.855115874302345
GO:0004519	endonuclease activity	molecular_function	24.467864201896077	24.852246161757368	25.04985879265612	24.02980650823061	24.780219439153555	26.04853305326055	22.531916052407396	22.04657220889776	2.0	5.0	4.0	4.0	3.0	5.0	2.0	3.0	3.0	3.0	2.0	3.0	-0.3843819598612903	0.957818162901175	0.964563361231465
GO:0004527	exonuclease activity	molecular_function	20.404360026053	22.870306460036648	20.013556048786644	23.125819547405936	20.178425885426524	23.259604596845552	20.87138312745316	21.86012477043252	6.0	8.0	7.0	8.0	6.0	8.0	4.0	4.0	4.0	4.0	4.0	4.0	-2.4659464339836497	0.009839250983102558	0.05005685686767326
GO:0004540	ribonuclease activity	molecular_function	24.47390641408068	24.922943680884824	25.057605261289844	24.24392069002345	24.77851009044475	26.07509301748489	22.56467298459611	22.214211464816366	4.0	6.0	4.0	4.0	4.0	6.0	3.0	3.0	3.0	3.0	3.0	3.0	-0.4490372668041438	0.975762072989721	0.980906688488788
GO:0004614	phosphoglucomutase activity	molecular_function	22.199897370642905	24.801804585474645	21.58670046750187	24.630363539342145	22.85472405756227	24.948488921037704	21.82624632790401	24.809032188983426	5.0	8.0	8.0	9.0	7.0	8.0	NA	NA	NA	NA	NA	NA	-2.6019072148317406	0.002481100811535084	0.030851949221697133
GO:0004616	phosphogluconate dehydrogenase (decarboxylating) activity	molecular_function	21.15837382276344	23.590937733922235	20.30985826586472	23.416488979792927	21.757440081068488	23.561071095037804	21.053534106914228	23.77284571801016	1.0	3.0	4.0	4.0	3.0	3.0	NA	NA	NA	NA	NA	NA	-2.4325639111587947	0.004111535059392484	0.03607264462579927
GO:0004634	phosphopyruvate hydratase activity	molecular_function	25.168691917755066	26.45831050878883	24.75548259720653	26.543321455294556	24.678264477891393	27.07447707384193	25.789029486400896	25.159663649000212	6.0	5.0	6.0	6.0	6.0	5.0	NA	NA	NA	NA	NA	NA	-1.289618591033765	0.153461468882962	0.2424860779034648
GO:0004654	polyribonucleotide nucleotidyltransferase activity	molecular_function	21.024511771734648	20.21338914621995	21.817768509285887	18.823464852989517	17.43086589345306	19.75792741853745	21.26840583015869	21.131117576317312	5.0	3.0	3.0	4.0	3.0	2.0	NA	NA	NA	NA	NA	NA	0.8111226255146988	0.869712920527647	0.8990030011649841
GO:0004743	pyruvate kinase activity	molecular_function	24.126143200290862	26.903108894001303	23.000146287668628	26.312389922923764	24.471366146348572	27.645869986407305	24.472637692291798	26.30934672613717	3.0	5.0	5.0	5.0	5.0	4.0	NA	NA	NA	NA	NA	NA	-2.7769656937104408	0.0138206589511497	0.05421789866944534
GO:0004812	aminoacyl-tRNA ligase activity	molecular_function	25.449642952318282	25.233868051031326	25.44008894043393	24.945282061543146	23.8649869212256	25.480666572707754	26.192249670892487	25.22623744806517	22.0	30.0	36.0	38.0	33.0	30.0	14.0	17.0	17.0	17.0	17.0	17.0	0.21577490128695587	0.9449823962503632	0.9549998774826992
GO:0004815	aspartate-tRNA ligase activity	molecular_function	19.979367246157352	22.620078453011068	19.47457725781092	22.825169630489906	20.638516068496926	22.723671827734695	19.497572767941012	22.248235195020186	4.0	6.0	6.0	5.0	5.0	4.0	NA	NA	NA	NA	NA	NA	-2.640711206853716	0.0029815598614047474	0.032102010925530784
GO:0004832	valine-tRNA ligase activity	molecular_function	19.619867747954004	21.529300039300466	19.386978450479287	21.52996220263029	19.57869322162448	21.88142267209331	19.855236468113702	21.061574409622022	2.0	3.0	3.0	4.0	3.0	3.0	NA	NA	NA	NA	NA	NA	-1.9094322913464623	0.0023315085610888116	0.029636064376506673
GO:0005198	structural molecule activity	molecular_function	28.65122035871874	29.111686451329607	28.65046301142953	28.73755860835345	28.197203946182803	29.199432851097907	28.996636168498693	29.332907054249862	104.0	99.0	106.0	115.0	110.0	96.0	1.0	1.0	2.0	2.0	2.0	2.0	-0.46046609261086857	0.18067632373064957	0.279315830199815
GO:0005488	binding	molecular_function	30.65182621501565	31.578062844579968	30.64511071244172	31.355959003870392	30.4454893385573	31.780799086581325	30.838211227958013	31.56619358659389	568.0	626.0	706.0	772.0	693.0	622.0	17.0	17.0	18.0	18.0	18.0	18.0	-0.9262366295643183	0.005202003434437204	0.03766513879111495
GO:0005515	protein binding	molecular_function	26.62372305252113	27.66721521211937	25.970990341790102	27.617568846331977	27.06872109931498	28.04705722779371	26.627488456435906	27.218366998488733	26.0	25.0	31.0	33.0	27.0	26.0	6.0	5.0	6.0	6.0	6.0	5.0	-1.043492159598241	0.054737569267058826	0.11385414407548236
GO:0005524	ATP binding	molecular_function	27.727590871573714	28.524150847254802	27.739877810180925	28.300371129659506	27.850455724178076	28.891944287893605	27.57967277858813	28.295281294605587	105.0	130.0	144.0	162.0	143.0	131.0	NA	NA	NA	NA	NA	NA	-0.7965599756810882	0.022245543983925913	0.06459112263353108
GO:0005525	GTP binding	molecular_function	26.67719337384419	27.280487839280426	26.408726119187964	26.919708734524807	26.82154311423431	27.261310749584588	26.767459470462327	27.584368714742013	36.0	42.0	46.0	49.0	46.0	41.0	NA	NA	NA	NA	NA	NA	-0.6032944654362353	0.0636449818209256	0.12619618911847003
GO:0005575	cellular_component	cellular_component	31.012356340241407	31.734955601626982	30.8287561013524	31.43348598676825	30.87099105083188	31.976926994936903	31.290741184848212	31.743538638938226	614.0	668.0	717.0	801.0	717.0	652.0	12.0	12.0	12.0	12.0	12.0	12.0	-0.7225992613855752	0.028739224611905	0.07163058264357329
GO:0005576	extracellular region	cellular_component	25.325515825173067	26.689932228574772	24.92592301451485	26.68724999344305	24.79394405351161	27.326072466594834	25.957902391793308	25.530510197347823	11.0	11.0	9.0	12.0	11.0	8.0	NA	NA	NA	NA	NA	NA	-1.3644164034017052	0.11494720116766449	0.20168650020829476
GO:0005622	intracellular	cellular_component	26.42167122799821	26.609354025482048	26.31861321873241	25.908546306342732	26.473161629925205	26.495601763609532	26.467963408667835	27.155906348423706	24.0	22.0	24.0	26.0	28.0	22.0	NA	NA	NA	NA	NA	NA	-0.18768279748383776	0.7968362157142415	0.8583621758729681
GO:0005623	cell	cellular_component	24.205026393874398	25.36555678829308	23.288282462437426	25.327451442879767	25.19108835605401	25.218258360612268	23.17448381060433	25.533078036651244	8.0	12.0	14.0	16.0	12.0	13.0	NA	NA	NA	NA	NA	NA	-1.1605303944186822	0.08931408058601052	0.16479888417805813
GO:0005694	chromosome	cellular_component	19.478865817991323	22.001511480696244	19.540149037907085	21.844696629582238	19.560193945766773	21.471667529090467	19.324640912169865	22.497582188814764	3.0	4.0	5.0	4.0	4.0	4.0	NA	NA	NA	NA	NA	NA	-2.522645662704921	0.0013447663669905782	0.027478032807088933
GO:0005737	cytoplasm	cellular_component	29.00004848548409	29.710368497067947	28.951289314551946	29.407738474366145	28.8846740770058	30.02975330365263	29.150724909633173	29.6232921380938	173.0	192.0	223.0	241.0	213.0	186.0	NA	NA	NA	NA	NA	NA	-0.7103200115838568	0.025528686769465056	0.06969195247082471
GO:0005739	mitochondrion	cellular_component	25.517237277360053	25.200789008320648	24.06036691530477	25.097323747192153	25.66697458304481	25.36316901736346	26.127323128641248	25.126900133704385	4.0	5.0	5.0	5.0	4.0	4.0	NA	NA	NA	NA	NA	NA	0.31644826903940526	0.8947337548260018	0.917182271972174
GO:0005829	cytosol	cellular_component	26.909870204837734	27.11148133839573	26.930672958608564	26.43763296725864	26.76858343332837	27.57436157568869	27.01925228170899	27.10407124168855	30.0	32.0	40.0	45.0	40.0	35.0	NA	NA	NA	NA	NA	NA	-0.20161113355799642	0.7148723095484202	0.8012906340744306
GO:0005887	integral component of plasma membrane	cellular_component	22.644741034649464	23.659816511757693	22.8439707863678	23.306564379814034	22.331344891485877	23.569479854086627	22.71123619689348	24.01356773754043	4.0	3.0	5.0	4.0	4.0	3.0	NA	NA	NA	NA	NA	NA	-1.0150754771082298	0.01766520952092642	0.05677031771912606
GO:0005975	carbohydrate metabolic process	biological_process	28.34119709497792	29.767233436193948	27.917977032179518	29.53605126244209	28.24530680654582	30.011075475008806	28.740146200749567	29.71422105575893	72.0	85.0	87.0	95.0	88.0	84.0	6.0	6.0	6.0	6.0	6.0	6.0	-1.426036341216026	0.006259862243119231	0.037690960032254736
GO:0005976	polysaccharide metabolic process	biological_process	22.235698845722084	23.40433872990179	21.08269853391952	23.455273443576107	22.41301303260039	23.61294534617291	22.74111639504778	23.09764510786129	3.0	8.0	8.0	7.0	7.0	8.0	4.0	4.0	4.0	4.0	4.0	4.0	-1.1686398841797079	0.06868233334764005	0.13272396849611523
GO:0005977	glycogen metabolic process	biological_process	21.767337131211534	22.52233256424882	20.98377306508239	21.814105193351043	21.19101630680964	23.202832581712	22.573370904659058	22.173525539597783	2.0	4.0	5.0	4.0	5.0	4.0	2.0	2.0	2.0	2.0	2.0	2.0	-0.754995433037287	0.27843875026102244	0.3981674128732621
GO:0005978	glycogen biosynthetic process	biological_process	20.75268051127287	21.619208180921984	19.85909975246711	21.470873800097515	20.511542092427565	21.925009441830234	21.44479174893149	21.404304123616093	1.0	3.0	3.0	2.0	3.0	3.0	NA	NA	NA	NA	NA	NA	-0.8665276696491127	0.11128757554934009	0.1988686869702229
GO:0005996	monosaccharide metabolic process	biological_process	26.764917455621084	28.26426445091691	25.87913427063659	27.867086331984936	26.92443503535759	28.43391583446905	27.189186833663026	28.42243503586976	19.0	18.0	19.0	19.0	18.0	17.0	3.0	4.0	4.0	4.0	2.0	4.0	-1.4993469952958272	0.023343159295352398	0.06709692018563604
GO:0006015	5-phosphoribose 1-diphosphate biosynthetic process	biological_process	23.097899334410982	22.310545016548584	23.72171927910503	21.468821356305725	22.36043711514679	23.45025539751694	22.87906029830853	20.24354715716529	4.0	2.0	6.0	6.0	6.0	3.0	NA	NA	NA	NA	NA	NA	0.7873543178623983	0.2802505198939747	0.39876442134167545
GO:0006066	alcohol metabolic process	biological_process	24.97493833281095	25.531982052480565	25.43988014961331	25.08114246837062	25.05112147301841	26.46193373065532	24.15257060976963	24.07070241730275	10.0	8.0	11.0	10.0	11.0	8.0	5.0	5.0	5.0	5.0	5.0	5.0	-0.5570437196696147	0.7035786957513857	0.7906621099602997
GO:0006073	cellular glucan metabolic process	biological_process	21.767337131211534	22.52233256424882	20.98377306508239	21.814105193351043	21.19101630680964	23.202832581712	22.573370904659058	22.173525539597783	2.0	4.0	5.0	4.0	5.0	4.0	2.0	2.0	2.0	2.0	2.0	2.0	-0.754995433037287	0.27843875026102244	0.3981674128732621
GO:0006081	cellular aldehyde metabolic process	biological_process	22.89839698085459	23.822144047899624	21.90570743025461	24.237319033559967	23.49130979980493	23.21179601632175	22.88268887707553	23.838641698497085	4.0	5.0	6.0	6.0	5.0	4.0	1.0	3.0	3.0	3.0	3.0	1.0	-0.923747067045035	0.1423042073980133	0.2319031527967624
GO:0006082	organic acid metabolic process	biological_process	29.65772187442628	29.810978314964057	29.817869060924444	29.54644152101251	29.09051089822549	30.15031511654412	29.92995841328725	29.66275199661301	157.0	166.0	204.0	220.0	193.0	163.0	3.0	3.0	3.0	3.0	3.0	3.0	-0.15325644053777765	0.6177878835211208	0.7167843192172031
GO:0006085	acetyl-CoA biosynthetic process	biological_process	23.938406161552248	24.07780648485627	24.92498703790589	22.738631684323245	22.112215349022428	24.162382794533	23.49717999398253	24.704831504581147	6.0	4.0	5.0	5.0	6.0	5.0	NA	NA	NA	NA	NA	NA	-0.13940032330402374	0.7394044702062734	0.8135018410948123
GO:0006090	pyruvate metabolic process	biological_process	27.18916745875369	28.97862256306993	26.592643475985952	28.854592066269483	27.035854426416716	29.25417943483665	27.71470651774969	28.78088740262465	28.0	32.0	34.0	38.0	36.0	32.0	2.0	2.0	2.0	2.0	2.0	2.0	-1.7894551043162394	0.006670239022583552	0.0389324155195693
GO:0006091	generation of precursor metabolites and energy	biological_process	27.73309874934608	29.18110335849451	27.560191605174197	29.05115317317161	27.299453173363627	29.359181258088164	28.189965955136906	29.11431557227036	35.0	40.0	48.0	49.0	47.0	39.0	4.0	5.0	5.0	4.0	5.0	5.0	-1.4480046091484304	0.00601545596189173	0.037690960032254736
GO:0006094	gluconeogenesis	biological_process	23.2694411361032	24.201942965641752	23.429784865400528	23.68843539610005	22.56360692886372	23.97720582099325	23.613541001374784	24.73174577327425	9.0	7.0	9.0	8.0	9.0	6.0	NA	NA	NA	NA	NA	NA	-0.9325018295385519	0.10699328774047204	0.19310295419212528
GO:0006096	glycolytic process	biological_process	27.066852337916302	28.909528350851012	26.49207354460623	28.77726866200677	26.949140101943694	29.21676738241011	27.55943653334024	28.67550651697391	19.0	24.0	24.0	26.0	25.0	23.0	NA	NA	NA	NA	NA	NA	-1.8426760129347102	0.005752572033286214	0.037690960032254736
GO:0006098	pentose-phosphate shunt	biological_process	22.267103467702512	23.61320268592087	22.789505325093604	23.416488979792927	22.366379099891947	23.62820553452736	21.245064701168584	23.77284571801016	2.0	3.0	5.0	5.0	4.0	3.0	NA	NA	NA	NA	NA	NA	-1.3460992182183595	0.035616360581157275	0.08149023300968784
GO:0006099	tricarboxylic acid cycle	biological_process	24.97282180260005	23.48769489133773	24.039018667712355	22.83837336559037	25.11979169517696	22.54913158283947	25.426241351339087	24.36792409727941	6.0	8.0	4.0	5.0	7.0	6.0	NA	NA	NA	NA	NA	NA	1.48512691126232	0.0841156822755258	0.15744667461819734
GO:0006139	nucleobase-containing compound metabolic process	biological_process	28.496445529928003	29.675746750866807	28.50082921973394	29.541163678412804	28.330390571503802	29.96150592477149	28.641379822437745	29.47485954201592	144.0	177.0	205.0	221.0	203.0	174.0	4.0	4.0	4.0	4.0	4.0	4.0	-1.1793012209388039	0.0027252556664110537	0.032102010925530784
