id	name	namespace	NS_mean	WS_mean	X737NS	X737WS	X852NS	X852WS	X867NS	X867WS	X737NS_n_peptide	X737WS_n_peptide	X852NS_n_peptide	X852WS_n_peptide	X867NS_n_peptide	X867WS_n_peptide	X737NS_n_samp_children	X737WS_n_samp_children	X852NS_n_samp_children	X852WS_n_samp_children	X867NS_n_samp_children	X867WS_n_samp_children
GO:0003824	catalytic activity	molecular_function	30.57914732717666	31.17019021409415	30.637207142515066	30.97684597561164	30.243389254681894	31.356711909721678	30.801417196827305	31.15190738207338	550.0	633.0	707.0	784.0	705.0	622.0	10.0	11.0	10.0	11.0	10.0	11.0
GO:0003887	DNA-directed DNA polymerase activity	molecular_function	20.179597584829484	22.406618522024523	19.73309084136577	22.49734353841301	19.919298187762102	22.998943707311806	20.696891264907887	21.18034514162381	4.0	4.0	4.0	5.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003899	DNA-directed 5'-3' RNA polymerase activity	molecular_function	24.00057810431253	25.363805425080013	23.867352362225407	25.192115945122765	24.098200008803897	25.65895235957187	24.026600884979466	25.187860665800248	19.0	19.0	22.0	25.0	23.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003918	DNA topoisomerase type II (ATP-hydrolyzing) activity	molecular_function	19.199534004689934	21.999542405603453	18.854051073193947	21.844696629582238	19.52441072417529	21.463119379695037	19.141238494912304	22.497582188814764	2.0	4.0	4.0	3.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003924	GTPase activity	molecular_function	26.561002441019703	27.193595077425822	26.27230254937402	26.85271890591077	26.74025187572805	27.158849724799172	26.63010773509844	27.49721136337216	32.0	35.0	40.0	42.0	40.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0003989	acetyl-CoA carboxylase activity	molecular_function	22.81576643079639	23.779380098691174	23.442982399095744	24.329652434342627	22.099470955076832	23.45615800039011	22.57579178315465	23.33785372329903	3.0	4.0	5.0	5.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0004022	alcohol dehydrogenase (NAD) activity	molecular_function	22.980743907623353	24.34631344335831	22.557224606983095	24.507740466646037	23.35912795119913	24.111633644443984	22.91357819889689	24.39138389387015	6.0	9.0	9.0	10.0	8.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0004084	branched-chain-amino-acid transaminase activity	molecular_function	22.372882456470663	21.94868840961891	22.619084734230647	21.34838208602848	21.63257719385143	22.478118461392683	22.654202707001534	21.79191211265976	3.0	3.0	6.0	6.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
GO:0004175	endopeptidase activity	molecular_function	20.09245208362797	21.76692463011415	19.082291428545144	21.244773942240286	20.219675853273817	22.231503014798072	20.58949630905792	21.652503630309248	2.0	5.0	3.0	6.0	5.0	6.0	2.0	2.0	2.0	3.0	3.0	3.0
GO:0004177	aminopeptidase activity	molecular_function	21.608119790566093	23.543611298057453	21.20211100197821	23.018814648490395	21.711923307722284	23.936982164448967	21.83547741362077	23.531272987136973	6.0	8.0	11.0	11.0	8.0	11.0	2.0	1.0	2.0	2.0	2.0	2.0
GO:0004312	fatty acid synthase activity	molecular_function	23.158059411456648	24.53326458518759	23.266428154249567	24.881652364279947	22.509891640031306	24.489339795546304	23.51859357860397	24.13134470941947	7.0	7.0	8.0	8.0	8.0	7.0	4.0	4.0	4.0	4.0	4.0	4.0
GO:0004315	3-oxoacyl-[acyl-carrier-protein] synthase activity	molecular_function	22.224812139160715	23.66739242425607	21.755433723133315	24.097824507958787	21.151018964408266	23.690133128290263	23.074936241260254	23.015568922140353	3.0	3.0	3.0	3.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0004332	fructose-bisphosphate aldolase activity	molecular_function	22.69753340394348	25.9173810615328	23.847113539908186	26.560948383960923	20.40572128928	25.708808081036334	21.904896422177163	25.11252711267223	3.0	3.0	3.0	3.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0004333	fumarate hydratase activity	molecular_function	24.133209834610852	25.411765950417387	19.99291034447609	25.415052583435234	24.653655662049808	24.13530236381675	24.726700704573048	26.076169708991852	2.0	3.0	3.0	3.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0004372	glycine hydroxymethyltransferase activity	molecular_function	20.610000669186853	22.571999769453114	20.46439325484175	22.31219771613512	20.031548788691676	22.548660904844393	21.12229765319752	22.811818902179407	3.0	3.0	1.0	2.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0004422	hypoxanthine phosphoribosyltransferase activity	molecular_function	20.09213558784318	22.56947072712725	18.531723294462964	22.348184222950373	20.697654664153337	22.638520795858184	20.280434884244308	22.697993915799266	1.0	3.0	4.0	4.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0004494	methylmalonyl-CoA mutase activity	molecular_function	24.42387690362505	25.287500152649933	21.179605642280254	24.912149363499843	25.20892840482342	24.47748693189229	24.652007124267847	26.01755785009977	2.0	3.0	3.0	3.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0004518	nuclease activity	molecular_function	24.551667888757553	25.17780444854162	25.09316614505454	24.647488491573554	24.8384436427003	26.24349435112992	22.928428803832237	22.956358349821386	8.0	13.0	11.0	12.0	9.0	13.0	3.0	4.0	4.0	4.0	3.0	4.0
GO:0004519	endonuclease activity	molecular_function	24.467864201896077	24.852246161757375	25.04985879265612	24.029806508230614	24.780219439153555	26.04853305326055	22.531916052407396	22.04657220889776	2.0	5.0	4.0	4.0	3.0	5.0	2.0	3.0	3.0	3.0	2.0	3.0
GO:0004527	exonuclease activity	molecular_function	20.404360026053	22.870306460036648	20.013556048786644	23.125819547405936	20.178425885426524	23.259604596845552	20.87138312745316	21.86012477043252	6.0	8.0	7.0	8.0	6.0	8.0	4.0	4.0	4.0	4.0	4.0	4.0
GO:0004540	ribonuclease activity	molecular_function	24.473906414080677	24.922943680884824	25.057605261289844	24.24392069002345	24.77851009044475	26.075093017484892	22.56467298459611	22.214211464816366	4.0	6.0	4.0	4.0	4.0	6.0	3.0	3.0	3.0	3.0	3.0	3.0
GO:0004614	phosphoglucomutase activity	molecular_function	22.199897370642905	24.801804585474645	21.58670046750187	24.630363539342145	22.85472405756227	24.948488921037704	21.82624632790401	24.809032188983426	5.0	8.0	8.0	9.0	7.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0004616	phosphogluconate dehydrogenase (decarboxylating) activity	molecular_function	21.15837382276344	23.590937733922235	20.30985826586472	23.416488979792934	21.757440081068488	23.561071095037804	21.053534106914228	23.77284571801016	1.0	3.0	4.0	4.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0004634	phosphopyruvate hydratase activity	molecular_function	25.168691917755066	26.45831050878883	24.75548259720653	26.543321455294556	24.67826447789139	27.07447707384193	25.789029486400896	25.159663649000212	6.0	5.0	6.0	6.0	6.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0004654	polyribonucleotide nucleotidyltransferase activity	molecular_function	21.024511771734648	20.21338914621995	21.817768509285887	18.823464852989513	17.43086589345306	19.757927418537452	21.26840583015869	21.131117576317312	5.0	3.0	3.0	4.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0004743	pyruvate kinase activity	molecular_function	24.126143200290862	26.9031088940013	23.000146287668628	26.312389922923764	24.471366146348572	27.645869986407305	24.472637692291798	26.30934672613717	3.0	5.0	5.0	5.0	5.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0004812	aminoacyl-tRNA ligase activity	molecular_function	25.449642952318282	25.233868051031326	25.44008894043393	24.945282061543146	23.8649869212256	25.480666572707754	26.192249670892487	25.22623744806517	22.0	30.0	36.0	38.0	33.0	30.0	14.0	17.0	17.0	17.0	17.0	17.0
GO:0004815	aspartate-tRNA ligase activity	molecular_function	19.979367246157352	22.620078453011068	19.47457725781092	22.825169630489906	20.638516068496926	22.723671827734698	19.49757276794101	22.248235195020186	4.0	6.0	6.0	5.0	5.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0004832	valine-tRNA ligase activity	molecular_function	19.619867747954004	21.529300039300466	19.386978450479287	21.529962202630287	19.578693221624476	21.88142267209331	19.855236468113702	21.061574409622022	2.0	3.0	3.0	4.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0005198	structural molecule activity	molecular_function	28.65122035871874	29.111686451329607	28.650463011429533	28.73755860835345	28.197203946182803	29.199432851097907	28.996636168498693	29.332907054249862	104.0	99.0	106.0	115.0	110.0	96.0	1.0	1.0	2.0	2.0	2.0	2.0
GO:0005488	binding	molecular_function	30.651826215015653	31.578062844579968	30.64511071244172	31.355959003870392	30.4454893385573	31.780799086581325	30.838211227958013	31.56619358659389	568.0	626.0	706.0	772.0	693.0	622.0	17.0	17.0	18.0	18.0	18.0	18.0
GO:0005515	protein binding	molecular_function	26.62372305252113	27.667215212119366	25.970990341790102	27.617568846331977	27.06872109931498	28.04705722779371	26.627488456435906	27.218366998488733	26.0	25.0	31.0	33.0	27.0	26.0	6.0	5.0	6.0	6.0	6.0	5.0
GO:0005524	ATP binding	molecular_function	27.727590871573714	28.524150847254802	27.739877810180925	28.300371129659506	27.850455724178076	28.891944287893605	27.57967277858813	28.295281294605587	105.0	130.0	144.0	162.0	143.0	131.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0005525	GTP binding	molecular_function	26.67719337384419	27.280487839280426	26.408726119187964	26.919708734524807	26.82154311423431	27.261310749584588	26.767459470462327	27.584368714742013	36.0	42.0	46.0	49.0	46.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0005575	cellular_component	cellular_component	31.012356340241407	31.734955601626982	30.8287561013524	31.43348598676825	30.87099105083188	31.976926994936903	31.290741184848212	31.743538638938226	614.0	668.0	717.0	801.0	717.0	652.0	12.0	12.0	12.0	12.0	12.0	12.0
GO:0005576	extracellular region	cellular_component	25.325515825173067	26.689932228574772	24.92592301451485	26.68724999344305	24.79394405351161	27.326072466594834	25.957902391793308	25.530510197347823	11.0	11.0	9.0	12.0	11.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0005622	intracellular	cellular_component	26.42167122799821	26.609354025482048	26.31861321873241	25.908546306342732	26.473161629925205	26.495601763609532	26.467963408667835	27.155906348423706	24.0	22.0	24.0	26.0	28.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0005623	cell	cellular_component	24.205026393874398	25.36555678829308	23.288282462437426	25.327451442879763	25.191088356054014	25.218258360612268	23.17448381060433	25.533078036651244	8.0	12.0	14.0	16.0	12.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0005694	chromosome	cellular_component	19.478865817991323	22.001511480696244	19.540149037907092	21.844696629582238	19.560193945766773	21.471667529090467	19.324640912169865	22.497582188814764	3.0	4.0	5.0	4.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0005737	cytoplasm	cellular_component	29.000048485484086	29.710368497067947	28.951289314551946	29.407738474366145	28.8846740770058	30.02975330365263	29.150724909633173	29.6232921380938	173.0	192.0	223.0	241.0	213.0	186.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0005739	mitochondrion	cellular_component	25.517237277360053	25.200789008320648	24.06036691530477	25.097323747192153	25.66697458304481	25.36316901736346	26.12732312864125	25.126900133704382	4.0	5.0	5.0	5.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0005829	cytosol	cellular_component	26.909870204837734	27.111481338395734	26.930672958608564	26.43763296725864	26.76858343332837	27.57436157568869	27.01925228170899	27.10407124168855	30.0	32.0	40.0	45.0	40.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0005887	integral component of plasma membrane	cellular_component	22.644741034649464	23.659816511757693	22.8439707863678	23.306564379814034	22.331344891485873	23.569479854086627	22.71123619689348	24.013567737540427	4.0	3.0	5.0	4.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0005975	carbohydrate metabolic process	biological_process	28.34119709497792	29.76723343619395	27.91797703217952	29.53605126244209	28.24530680654582	30.011075475008806	28.740146200749567	29.71422105575893	72.0	85.0	87.0	95.0	88.0	84.0	6.0	6.0	6.0	6.0	6.0	6.0
GO:0005976	polysaccharide metabolic process	biological_process	22.235698845722087	23.40433872990179	21.08269853391952	23.455273443576107	22.41301303260039	23.61294534617291	22.74111639504778	23.09764510786129	3.0	8.0	8.0	7.0	7.0	8.0	4.0	4.0	4.0	4.0	4.0	4.0
GO:0005977	glycogen metabolic process	biological_process	21.767337131211537	22.52233256424882	20.98377306508239	21.814105193351043	21.191016306809637	23.202832581712	22.573370904659058	22.173525539597783	2.0	4.0	5.0	4.0	5.0	4.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0005978	glycogen biosynthetic process	biological_process	20.75268051127287	21.619208180921984	19.85909975246711	21.470873800097515	20.511542092427565	21.925009441830234	21.44479174893149	21.404304123616093	1.0	3.0	3.0	2.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0005996	monosaccharide metabolic process	biological_process	26.764917455621084	28.26426445091691	25.87913427063659	27.867086331984936	26.92443503535759	28.433915834469047	27.189186833663026	28.42243503586976	19.0	18.0	19.0	19.0	18.0	17.0	3.0	4.0	4.0	4.0	2.0	4.0
GO:0006015	5-phosphoribose 1-diphosphate biosynthetic process	biological_process	23.097899334410982	22.310545016548584	23.72171927910503	21.468821356305725	22.36043711514679	23.45025539751694	22.87906029830853	20.24354715716529	4.0	2.0	6.0	6.0	6.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0006066	alcohol metabolic process	biological_process	24.97493833281095	25.531982052480565	25.43988014961331	25.08114246837062	25.051121473018412	26.46193373065532	24.15257060976963	24.07070241730275	10.0	8.0	11.0	10.0	11.0	8.0	5.0	5.0	5.0	5.0	5.0	5.0
GO:0006073	cellular glucan metabolic process	biological_process	21.767337131211537	22.52233256424882	20.98377306508239	21.814105193351043	21.191016306809637	23.202832581712	22.573370904659058	22.173525539597783	2.0	4.0	5.0	4.0	5.0	4.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0006081	cellular aldehyde metabolic process	biological_process	22.89839698085459	23.822144047899624	21.90570743025461	24.237319033559963	23.491309799804934	23.21179601632175	22.88268887707553	23.838641698497085	4.0	5.0	6.0	6.0	5.0	4.0	1.0	3.0	3.0	3.0	3.0	1.0
GO:0006082	organic acid metabolic process	biological_process	29.65772187442628	29.810978314964057	29.817869060924444	29.54644152101251	29.09051089822549	30.15031511654412	29.929958413287252	29.662751996613014	157.0	166.0	204.0	220.0	193.0	163.0	3.0	3.0	3.0	3.0	3.0	3.0
GO:0006085	acetyl-CoA biosynthetic process	biological_process	23.938406161552248	24.077806484856268	24.92498703790589	22.738631684323245	22.112215349022428	24.162382794533	23.497179993982535	24.704831504581147	6.0	4.0	5.0	5.0	6.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0006090	pyruvate metabolic process	biological_process	27.18916745875369	28.97862256306993	26.592643475985952	28.854592066269483	27.035854426416716	29.25417943483665	27.71470651774969	28.780887402624646	28.0	32.0	34.0	38.0	36.0	32.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0006091	generation of precursor metabolites and energy	biological_process	27.733098749346077	29.18110335849451	27.560191605174197	29.05115317317161	27.299453173363627	29.359181258088164	28.189965955136906	29.11431557227036	35.0	40.0	48.0	49.0	47.0	39.0	4.0	5.0	5.0	4.0	5.0	5.0
GO:0006094	gluconeogenesis	biological_process	23.2694411361032	24.201942965641752	23.429784865400528	23.68843539610005	22.56360692886372	23.977205820993248	23.613541001374784	24.73174577327425	9.0	7.0	9.0	8.0	9.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0006096	glycolytic process	biological_process	27.066852337916302	28.909528350851012	26.492073544606228	28.777268662006772	26.949140101943694	29.21676738241011	27.55943653334024	28.67550651697391	19.0	24.0	24.0	26.0	25.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0006098	pentose-phosphate shunt	biological_process	22.267103467702512	23.61320268592087	22.789505325093604	23.416488979792934	22.366379099891947	23.62820553452736	21.245064701168584	23.77284571801016	2.0	3.0	5.0	5.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0006099	tricarboxylic acid cycle	biological_process	24.97282180260005	23.48769489133773	24.039018667712355	22.83837336559037	25.11979169517696	22.54913158283947	25.426241351339087	24.367924097279406	6.0	8.0	4.0	5.0	7.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0006139	nucleobase-containing compound metabolic process	biological_process	28.496445529928003	29.675746750866807	28.50082921973394	29.541163678412804	28.330390571503802	29.961505924771494	28.641379822437745	29.47485954201592	144.0	177.0	205.0	221.0	203.0	174.0	4.0	4.0	4.0	4.0	4.0	4.0
GO:0006163	purine nucleotide metabolic process	biological_process	27.491267807729038	29.194966735233642	27.260414153815752	29.095626956522608	27.307473169867936	29.4430141704563	27.833236647408786	29.00880531619083	45.0	55.0	58.0	62.0	61.0	53.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0006164	purine nucleotide biosynthetic process	biological_process	25.222075899705445	26.50333843670168	25.84764489452237	26.536839841711053	24.430129666121672	26.522211038455076	25.037022298560647	26.449454591909927	23.0	28.0	31.0	32.0	32.0	27.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0006166	purine ribonucleoside salvage	biological_process	20.09213558784318	22.56947072712725	18.531723294462964	22.348184222950373	20.697654664153337	22.638520795858184	20.280434884244308	22.697993915799266	1.0	3.0	4.0	4.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0006177	GMP biosynthetic process	biological_process	19.922561098634176	22.366897198795577	18.40632642161634	22.182593371501245	20.55893102107378	23.005688191508323	20.054795466120623	21.537854291478737	2.0	4.0	3.0	3.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0006220	pyrimidine nucleotide metabolic process	biological_process	22.131659827842668	22.986929147424487	21.434445346652748	23.352210209585625	21.774046067827925	23.02887635068157	22.812239586810236	22.435544780483237	6.0	7.0	5.0	8.0	8.0	5.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0006259	DNA metabolic process	biological_process	24.26131505489455	24.609485616142393	24.06506727054873	24.147612793737803	24.50984683404061	24.878074510798715	24.170796090940698	24.706189874085325	9.0	10.0	12.0	12.0	11.0	10.0	4.0	5.0	5.0	5.0	5.0	5.0
GO:0006261	DNA-dependent DNA replication	biological_process	22.97354013774098	25.029602091397294	22.08302562643577	24.802095368118454	22.98749925088732	25.465508385800124	23.51044408652755	24.695231241278965	2.0	5.0	5.0	5.0	4.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0006265	DNA topological change	biological_process	19.478865817991323	22.001511480696244	19.540149037907092	21.844696629582238	19.560193945766773	21.471667529090467	19.324640912169865	22.497582188814764	3.0	4.0	5.0	4.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0006310	DNA recombination	biological_process	23.161548905272657	23.290189017573805	22.99047112719614	22.61527523417997	23.41415278069621	23.535860626151628	23.041984729755946	23.53870656244642	3.0	3.0	3.0	4.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0006351	transcription, DNA-templated	biological_process	24.62789074833979	25.9921465646958	24.372740852217703	25.852277088254798	24.716664581830784	26.473554152312502	24.763601572737933	25.469914237535672	27.0	32.0	35.0	39.0	35.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0
GO:0006355	regulation of transcription, DNA-templated	biological_process	22.48966583318263	23.942705019187137	22.54171473596955	24.01868382026905	22.777795043440968	24.381754353652703	22.059561075632878	23.18201354961195	5.0	13.0	13.0	14.0	8.0	12.0	1.0	2.0	3.0	3.0	3.0	2.0
GO:0006364	rRNA processing	biological_process	25.73030284670518	25.410684931471838	26.122822485621253	25.07565124833543	25.49188241711576	25.463533730840663	25.47815100961889	25.63709870442125	7.0	8.0	9.0	9.0	8.0	8.0	2.0	3.0	3.0	3.0	2.0	3.0
GO:0006399	tRNA metabolic process	biological_process	24.353899506294088	25.245866492082047	24.38517908612969	24.977373804273917	24.03109557179136	25.61168569423189	24.590933796927942	25.06340855579398	21.0	31.0	39.0	41.0	35.0	33.0	2.0	3.0	3.0	3.0	3.0	3.0
GO:0006417	regulation of translation	biological_process	24.44134118267075	25.295341854790816	24.682560987542477	25.561528942104307	23.79877033869317	25.6553594123934	24.676992191441787	24.33499486268207	6.0	5.0	6.0	7.0	7.0	5.0	3.0	3.0	3.0	3.0	3.0	3.0
GO:0006418	tRNA aminoacylation for protein translation	biological_process	24.265049068127688	25.04876182072822	24.36552954211146	24.80217787298883	23.83540954153615	25.465882308759607	24.51045012770225	24.765709381848463	20.0	27.0	34.0	36.0	31.0	28.0	13.0	16.0	16.0	16.0	16.0	16.0
