id	name	namespace	log2fc_WS_over_NS	corrected_p
GO:0004422	hypoxanthine phosphoribosyltransferase activity	molecular_function	2.58981238569055	0.000546969128278411
GO:0019430	removal of superoxide radicals	biological_process	2.55486111410172	0.00107387935062073
GO:0030234	enzyme regulator activity	molecular_function	2.54635702278092	0.0192730011475692
GO:0070084	protein initiator methionine removal	biological_process	2.5426799405793	0.000546969128278411
GO:0008026	ATP-dependent helicase activity	molecular_function	2.53750708229997	0.000546969128278411
GO:0032264	IMP salvage	biological_process	2.53156785155755	0.000593039773403976
GO:0046943	carboxylic acid transmembrane transporter activity	molecular_function	2.52913250306728	0.000546969128278411
GO:0018492	carbon-monoxide dehydrogenase (acceptor) activity	molecular_function	2.43700275400688	0.0320104663632511
GO:0016783	sulfurtransferase activity	molecular_function	2.43082194910908	0.000546969128278411
GO:0005342	organic acid transmembrane transporter activity	molecular_function	2.41316922858005	0.000546969128278411
GO:0008509	anion transmembrane transporter activity	molecular_function	2.36449305435134	0.000546969128278411
GO:0004642	phosphoribosylformylglycinamidine synthase activity	molecular_function	2.35456243167018	0.000908064999737791
GO:0008514	organic anion transmembrane transporter activity	molecular_function	2.32439522599936	0.000546969128278411
GO:0043225	ATPase-coupled anion transmembrane transporter activity	molecular_function	2.32423167481867	0.000908064999737791
GO:0004534	5'-3' exoribonuclease activity	molecular_function	2.31491338122035	0.000546969128278411
GO:0008175	tRNA methyltransferase activity	molecular_function	2.31037305814171	0.00067274141843514
GO:0030698	5,10-methylenetetrahydrofolate-dependent tRNA (m5U54) methyltransferase activity	molecular_function	2.3097054717751	0.00370025912010925
GO:0006400	tRNA modification	biological_process	2.2962758394355	0.000546969128278411
GO:0015103	inorganic anion transmembrane transporter activity	molecular_function	2.28887115055525	0.000908064999737791
GO:0070981	L-asparagine biosynthetic process	biological_process	2.23914206133395	0.0168056350473154
GO:0061783	peptidoglycan muralytic activity	molecular_function	2.22951127704006	0.00312732976985571
GO:0106130	purine phosphoribosyltransferase activity	molecular_function	2.21251494232796	0.000546969128278411
GO:0070043	rRNA (guanine-N7-)-methyltransferase activity	molecular_function	2.17664152252639	0.000546969128278411
GO:0006449	regulation of translational termination	biological_process	2.16941317722568	0.000546969128278411
GO:0044038	cell wall macromolecule biosynthetic process	biological_process	2.16283646652235	0.000546969128278411
GO:0009423	chorismate biosynthetic process	biological_process	2.15427979615436	0.000769385742451271
GO:0004527	exonuclease activity	molecular_function	2.12502703578038	0.000546969128278411
GO:0004155	6,7-dihydropteridine reductase activity	molecular_function	2.09232122928358	0.00228537046003439
GO:0045150	acetoin catabolic process	biological_process	2.08948832756538	0.00228537046003439
GO:0004427	inorganic diphosphatase activity	molecular_function	2.08203241057054	0.000723853966690196
GO:0016896	exoribonuclease activity, producing 5'-phosphomonoesters	molecular_function	2.06800617354999	0.000546969128278411
GO:0047952	glycerol-3-phosphate dehydrogenase [NAD(P)+] activity	molecular_function	2.05688042796348	0.00154988538735321
GO:0042180	cellular ketone metabolic process	biological_process	2.0501881072467	0.00228537046003439
GO:0044036	cell wall macromolecule metabolic process	biological_process	2.04434361208339	0.000546969128278411
GO:0016796	exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters	molecular_function	2.04150434050655	0.000546969128278411
GO:0019152	acetoin dehydrogenase activity	molecular_function	2.03200316445189	0.00270334881889416
GO:0008170	N-methyltransferase activity	molecular_function	2.03151726430944	0.000546969128278411
GO:0009451	RNA modification	biological_process	2.02811765871297	0.000546969128278411
GO:0000902	cell morphogenesis	biological_process	2.004061540187	0.00123976715145421
GO:0006168	adenine salvage	biological_process	1.99152459638088	0.000593039773403976
GO:0009331	glycerol-3-phosphate dehydrogenase complex	cellular_component	1.98832844259762	0.0110800686388734
GO:0016435	rRNA (guanine) methyltransferase activity	molecular_function	1.98356184473005	0.00067274141843514
GO:0008312	7S RNA binding	molecular_function	1.96410569087579	0.000546969128278411
GO:0008443	phosphofructokinase activity	molecular_function	1.95827257514836	0.000546969128278411
GO:0016791	phosphatase activity	molecular_function	1.92956321951259	0.000593039773403976
GO:0006166	purine ribonucleoside salvage	biological_process	1.91458717852709	0.000546969128278411
GO:0004536	deoxyribonuclease activity	molecular_function	1.90788934977746	0.00177455529822626
GO:0019897	extrinsic component of plasma membrane	cellular_component	1.90297403450048	0.00123976715145421
GO:0006817	phosphate ion transport	biological_process	1.87441419648112	0.0127520571799816
GO:0000015	phosphopyruvate hydratase complex	cellular_component	1.87392917182786	0.000546969128278411
GO:0043244	regulation of protein complex disassembly	biological_process	1.86743890743115	0.000546969128278411
GO:0004386	helicase activity	molecular_function	1.84350111424772	0.000593039773403976
GO:0071555	cell wall organization	biological_process	1.83341102816084	0.000546969128278411
GO:0003999	adenine phosphoribosyltransferase activity	molecular_function	1.82995607255173	0.00370025912010925
GO:0033293	monocarboxylic acid binding	molecular_function	1.81994665088595	0.00228537046003439
GO:0031564	transcription antitermination	biological_process	1.81150603025442	0.000546969128278411
GO:0015698	inorganic anion transport	biological_process	1.80229160558822	0.0127520571799816
GO:0004736	pyruvate carboxylase activity	molecular_function	1.78447458413423	0.00795631169848452
GO:0006002	fructose 6-phosphate metabolic process	biological_process	1.76986595801121	0.000546969128278411
GO:0019134	glucosamine-1-phosphate N-acetyltransferase activity	molecular_function	1.7362916929641	0.00195874754164905
GO:0003977	UDP-N-acetylglucosamine diphosphorylase activity	molecular_function	1.73429727574895	0.00195874754164905
GO:0070013	intracellular organelle lumen	cellular_component	1.71656034698673	0.00177455529822626
GO:0016728	oxidoreductase activity, acting on CH or CH2 groups, disulfide as acceptor	molecular_function	1.69863979891994	0.000546969128278411
GO:0030956	glutamyl-tRNA(Gln) amidotransferase complex	cellular_component	1.68980112302215	0.000546969128278411
GO:0008033	tRNA processing	biological_process	1.68563949121656	0.000546969128278411
GO:0016149	translation release factor activity, codon specific	molecular_function	1.67144355728941	0.000546969128278411
GO:0042274	ribosomal small subunit biogenesis	biological_process	1.66329036997711	0.000593039773403976
GO:0070181	small ribosomal subunit rRNA binding	molecular_function	1.65815564113924	0.000546969128278411
GO:0052654	L-leucine transaminase activity	molecular_function	1.64256969317822	0.00195874754164905
GO:0052655	L-valine transaminase activity	molecular_function	1.64256969317822	0.00195874754164905
GO:0052656	L-isoleucine transaminase activity	molecular_function	1.64256969317822	0.00195874754164905
GO:0008448	N-acetylglucosamine-6-phosphate deacetylase activity	molecular_function	1.63607777342376	0.00170166763256144
GO:0051128	regulation of cellular component organization	biological_process	1.62078431164661	0.000546969128278411
GO:0003872	6-phosphofructokinase activity	molecular_function	1.60488989660679	0.000546969128278411
GO:0016775	phosphotransferase activity, nitrogenous group as acceptor	molecular_function	1.60110309781132	0.000546969128278411
GO:0008965	phosphoenolpyruvate-protein phosphotransferase activity	molecular_function	1.59909363171042	0.000546969128278411
GO:0009088	threonine biosynthetic process	biological_process	1.597367310091	0.00123976715145421
GO:0044428	nuclear part	cellular_component	1.5939787969401	0.0070181220896621
GO:0005984	disaccharide metabolic process	biological_process	1.59327921428246	0.00195874754164905
GO:0006353	DNA-templated transcription, termination	biological_process	1.59033053112589	0.000593039773403976
GO:0008173	RNA methyltransferase activity	molecular_function	1.57687373473622	0.000593039773403976
GO:0008616	queuosine biosynthetic process	biological_process	1.57126350901366	0.000593039773403976
GO:0015623	iron-chelate-transporting ATPase activity	molecular_function	1.563002671415	0.00795631169848452
GO:0004073	aspartate-semialdehyde dehydrogenase activity	molecular_function	1.54337543431156	0.00493040240463361
GO:0006355	regulation of transcription, DNA-templated	biological_process	1.53515184192109	0.000546969128278411
GO:0004177	aminopeptidase activity	molecular_function	1.53495341155296	0.000546969128278411
GO:0008171	O-methyltransferase activity	molecular_function	1.53248790545707	0.000769385742451271
GO:0019358	nicotinate nucleotide salvage	biological_process	1.52197201465372	0.000546969128278411
GO:0008238	exopeptidase activity	molecular_function	1.52016066928219	0.000546969128278411
GO:0042083	5,10-methylenetetrahydrofolate-dependent methyltransferase activity	molecular_function	1.51968341758556	0.00493040240463361
GO:0016722	oxidoreductase activity, oxidizing metal ions	molecular_function	1.50384381414394	0.0192730011475692
GO:0030388	fructose 1,6-bisphosphate metabolic process	biological_process	1.49213029891315	0.00123976715145421
GO:0048869	cellular developmental process	biological_process	1.48825054717304	0.00228537046003439
GO:0004222	metalloendopeptidase activity	molecular_function	1.48431286730268	0.000546969128278411
GO:2001059	D-tagatose 6-phosphate catabolic process	biological_process	1.47283466531156	0.00440154869743547
GO:0008360	regulation of cell shape	biological_process	1.46473205199067	0.000546969128278411
GO:0000155	phosphorelay sensor kinase activity	molecular_function	1.45937153758172	0.0176776646019018
GO:0008649	rRNA methyltransferase activity	molecular_function	1.45070141699231	0.0010727653791392
GO:0004672	protein kinase activity	molecular_function	1.4430219079399	0.000593039773403976
GO:0009024	tagatose-6-phosphate kinase activity	molecular_function	1.44227040246463	0.00440154869743547
GO:0009311	oligosaccharide metabolic process	biological_process	1.44122187044571	0.00195874754164905
GO:0004340	glucokinase activity	molecular_function	1.43215621870596	0.00795631169848452
GO:0009252	peptidoglycan biosynthetic process	biological_process	1.4294538488362	0.000546969128278411
GO:0004888	transmembrane signaling receptor activity	molecular_function	1.42756254085045	0.0070181220896621
GO:0008276	protein methyltransferase activity	molecular_function	1.42750463131492	0.00228537046003439
GO:0008408	3'-5' exonuclease activity	molecular_function	1.42461399009953	0.00195874754164905
GO:1901607	alpha-amino acid biosynthetic process	biological_process	1.4237817057382	0.000546969128278411
GO:0030163	protein catabolic process	biological_process	1.42356299063566	0.000546969128278411
GO:0047429	nucleoside-triphosphate diphosphatase activity	molecular_function	1.42170516554829	0.00370025912010925
GO:0008652	cellular amino acid biosynthetic process	biological_process	1.41619757746223	0.000546969128278411
GO:0019200	carbohydrate kinase activity	molecular_function	1.41250024601084	0.000546969128278411
GO:0019877	diaminopimelate biosynthetic process	biological_process	1.40841673232306	0.00170166763256144
GO:0004748	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor	molecular_function	1.40417728455751	0.000593039773403976
GO:0006419	alanyl-tRNA aminoacylation	biological_process	1.39966192963674	0.0010727653791392
GO:0004396	hexokinase activity	molecular_function	1.39422362865895	0.00795631169848452
GO:1903506	regulation of nucleic acid-templated transcription	biological_process	1.39270014773532	0.000546969128278411
GO:2001141	regulation of RNA biosynthetic process	biological_process	1.39270014773532	0.000546969128278411
GO:0051252	regulation of RNA metabolic process	biological_process	1.39092621212641	0.000546969128278411
GO:0008794	arsenate reductase (glutaredoxin) activity	molecular_function	1.38678373539545	0.0110800686388734
GO:0004170	dUTP diphosphatase activity	molecular_function	1.3851596357151	0.0070181220896621
GO:0044429	mitochondrial part	cellular_component	1.38471397534597	0.0127520571799816
GO:0016433	rRNA (adenine) methyltransferase activity	molecular_function	1.37850244740861	0.00440154869743547
GO:0006457	protein folding	biological_process	1.37799991847357	0.00123976715145421
GO:0034470	ncRNA processing	biological_process	1.37244965603436	0.000546969128278411
GO:0038023	signaling receptor activity	molecular_function	1.36116067549539	0.0070181220896621
GO:0019219	regulation of nucleobase-containing compound metabolic process	biological_process	1.35649406827527	0.000546969128278411
GO:0003922	GMP synthase (glutamine-hydrolyzing) activity	molecular_function	1.34949590129648	0.00270334881889416
GO:0000270	peptidoglycan metabolic process	biological_process	1.34531386980925	0.000546969128278411
GO:0006022	aminoglycan metabolic process	biological_process	1.34531386980925	0.000546969128278411
GO:0030203	glycosaminoglycan metabolic process	biological_process	1.34531386980925	0.000546969128278411
GO:0140096	catalytic activity, acting on a protein	molecular_function	1.34119609122416	0.000546969128278411
GO:0044445	cytosolic part	cellular_component	1.33654863794659	0.00067274141843514
GO:0019521	D-gluconate metabolic process	biological_process	1.33582106091986	0.00123976715145421
GO:0051082	unfolded protein binding	molecular_function	1.33246578855811	0.00123976715145421
GO:0016884	carbon-nitrogen ligase activity, with glutamine as amido-N-donor	molecular_function	1.32542450372965	0.000546969128278411
GO:0009898	cytoplasmic side of plasma membrane	cellular_component	1.31601917642273	0.00147756817110816
GO:0102132	3-oxo-pimeloyl-[acp] methyl ester reductase activity	molecular_function	1.3022935686371	0.00195874754164905
GO:0004356	glutamate-ammonia ligase activity	molecular_function	1.28941459963827	0.0207070564922498
GO:0030488	tRNA methylation	biological_process	1.28245092533184	0.0362793378756312
GO:0050567	glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity	molecular_function	1.27851026971635	0.000546969128278411
GO:0004674	protein serine/threonine kinase activity	molecular_function	1.27168084393404	0.00147756817110816
GO:0004645	phosphorylase activity	molecular_function	1.25527032784831	0.0051622919048148
GO:0042455	ribonucleoside biosynthetic process	biological_process	1.24677275999259	0.000546969128278411
GO:0009163	nucleoside biosynthetic process	biological_process	1.24473432770951	0.000546969128278411
GO:0005515	protein binding	molecular_function	1.24429034285302	0.00123976715145421
GO:0046129	purine ribonucleoside biosynthetic process	biological_process	1.23392153264753	0.000546969128278411
GO:0009119	ribonucleoside metabolic process	biological_process	1.22939179667847	0.000546969128278411
GO:0032153	cell division site	cellular_component	1.22885962193816	0.00067274141843514
GO:0043412	macromolecule modification	biological_process	1.22205938296449	0.000546969128278411
GO:0009067	aspartate family amino acid biosynthetic process	biological_process	1.21844577794132	0.00147756817110816
GO:0046128	purine ribonucleoside metabolic process	biological_process	1.21658381217672	0.000546969128278411
GO:0006364	rRNA processing	biological_process	1.20432899586374	0.000546969128278411
GO:0015662	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism	molecular_function	1.19634799759611	0.00440154869743547
GO:0101030	tRNA-guanine transglycosylation	biological_process	1.19507978494516	0.00795631169848452
GO:0102009	proline dipeptidase activity	molecular_function	1.18421292788059	0.0258088953221355
GO:0006044	N-acetylglucosamine metabolic process	biological_process	1.18147161523812	0.00170166763256144
GO:0003938	IMP dehydrogenase activity	molecular_function	1.17752589207497	0.000546969128278411
GO:0043093	FtsZ-dependent cytokinesis	biological_process	1.17645901151998	0.000723853966690196
GO:0006433	prolyl-tRNA aminoacylation	biological_process	1.17572100797586	0.00067274141843514
GO:0009135	purine nucleoside diphosphate metabolic process	biological_process	1.17420396544416	0.000769385742451271
GO:0009179	purine ribonucleoside diphosphate metabolic process	biological_process	1.17420396544416	0.000769385742451271
GO:0009185	ribonucleoside diphosphate metabolic process	biological_process	1.17420396544416	0.000769385742451271
GO:0046031	ADP metabolic process	biological_process	1.17420396544416	0.000769385742451271
GO:0006096	glycolytic process	biological_process	1.17387078970874	0.000769385742451271
GO:0009132	nucleoside diphosphate metabolic process	biological_process	1.17343885856503	0.000769385742451271
GO:0022836	gated channel activity	molecular_function	1.17301470906783	0.0223884222571219
GO:0019363	pyridine nucleotide biosynthetic process	biological_process	1.16413938812471	0.000769385742451271
GO:0004332	fructose-bisphosphate aldolase activity	molecular_function	1.16261764632236	0.00312732976985571
GO:0019362	pyridine nucleotide metabolic process	biological_process	1.15846632399112	0.000769385742451271
GO:0034404	nucleobase-containing small molecule biosynthetic process	biological_process	1.15644099042633	0.000723853966690196
GO:0019359	nicotinamide nucleotide biosynthetic process	biological_process	1.15590196540074	0.000769385742451271
GO:0016072	rRNA metabolic process	biological_process	1.15321451246649	0.000546969128278411
GO:0050193	phosphoketolase activity	molecular_function	1.15229844633881	0.023145695551526
GO:0046496	nicotinamide nucleotide metabolic process	biological_process	1.15068426704772	0.000769385742451271
GO:0072525	pyridine-containing compound biosynthetic process	biological_process	1.14895143617181	0.000769385742451271
GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	1.1457335180149	0.0192730011475692
GO:1901292	nucleoside phosphate catabolic process	biological_process	1.14563457092957	0.000908064999737791
GO:0015291	secondary active transmembrane transporter activity	molecular_function	1.1456028828449	0.00195874754164905
GO:0072524	pyridine-containing compound metabolic process	biological_process	1.1443538931991	0.000769385742451271
GO:0009166	nucleotide catabolic process	biological_process	1.14232784789471	0.000908064999737791
GO:0046434	organophosphate catabolic process	biological_process	1.13965850997101	0.00123976715145421
GO:0050044	galactose-6-phosphate isomerase activity	molecular_function	1.13856427319862	0.0410553328526097
GO:0009113	purine nucleobase biosynthetic process	biological_process	1.13833862850281	0.00147756817110816
GO:0005576	extracellular region	cellular_component	1.12399000949277	0.000723853966690196
GO:0046538	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase activity	molecular_function	1.12290919997074	0.00270334881889416
GO:0004019	adenylosuccinate synthase activity	molecular_function	1.12290881390412	0.0070181220896621
GO:0019510	S-adenosylhomocysteine catabolic process	biological_process	1.11829555035693	0.0114686386838836
GO:0009401	phosphoenolpyruvate-dependent sugar phosphotransferase system	biological_process	1.11724552013214	0.00228537046003439
GO:0006464	cellular protein modification process	biological_process	1.11685894198993	0.00147756817110816
GO:0022402	cell cycle process	biological_process	1.11017739912488	0.000723853966690196
GO:0044208	'de novo' AMP biosynthetic process	biological_process	1.10718734798014	0.000908064999737791
GO:0006144	purine nucleobase metabolic process	biological_process	1.10615868159771	0.00123976715145421
GO:0018580	nitronate monooxygenase activity	molecular_function	1.10175891479049	0.00440154869743547
GO:0004462	lactoylglutathione lyase activity	molecular_function	1.10134832651264	0.0168056350473154
GO:0004477	methenyltetrahydrofolate cyclohydrolase activity	molecular_function	1.1007521236135	0.0294869942659586
GO:0004970	ionotropic glutamate receptor activity	molecular_function	1.09976014397069	0.0379961471381461
GO:0022834	ligand-gated channel activity	molecular_function	1.09976014397069	0.0379961471381461
GO:0004619	phosphoglycerate mutase activity	molecular_function	1.08772671009316	0.00228537046003439
GO:0006754	ATP biosynthetic process	biological_process	1.08558546513816	0.000723853966690196
GO:0046034	ATP metabolic process	biological_process	1.08546834646578	0.000723853966690196
GO:0046148	pigment biosynthetic process	biological_process	1.08374862668085	0.000769385742451271
GO:0034655	nucleobase-containing compound catabolic process	biological_process	1.08361446999406	0.0010727653791392
GO:0009144	purine nucleoside triphosphate metabolic process	biological_process	1.08300060432869	0.000723853966690196
GO:0009206	purine ribonucleoside triphosphate biosynthetic process	biological_process	1.08060270291454	0.000723853966690196
GO:0009205	purine ribonucleoside triphosphate metabolic process	biological_process	1.08048606152291	0.000723853966690196
GO:0006098	pentose-phosphate shunt	biological_process	1.07661022229259	0.00270334881889416
GO:0015318	inorganic molecular entity transmembrane transporter activity	molecular_function	1.07444544982705	0.000546969128278411
GO:0042440	pigment metabolic process	biological_process	1.07419927624339	0.0010727653791392
GO:0032502	developmental process	biological_process	1.07247164469177	0.0070181220896621
GO:0006177	GMP biosynthetic process	biological_process	1.0696405647625	0.000546969128278411
GO:0000105	histidine biosynthetic process	biological_process	1.06563306845594	0.027220379160061
GO:0008080	N-acetyltransferase activity	molecular_function	1.06118014312924	0.00942089004815943
GO:0009201	ribonucleoside triphosphate biosynthetic process	biological_process	1.06117913171699	0.000723853966690196
GO:0009199	ribonucleoside triphosphate metabolic process	biological_process	1.06106761937703	0.000723853966690196
GO:0002949	tRNA threonylcarbamoyladenosine modification	biological_process	1.06096604843201	0.0422739288005366
GO:0009142	nucleoside triphosphate biosynthetic process	biological_process	1.0591483527827	0.000723853966690196
GO:0046451	diaminopimelate metabolic process	biological_process	1.05907030613976	0.00228537046003439
GO:0009141	nucleoside triphosphate metabolic process	biological_process	1.05906521483008	0.000723853966690196
GO:0006432	phenylalanyl-tRNA aminoacylation	biological_process	1.05341980662373	0.00228537046003439
GO:0051258	protein polymerization	biological_process	1.05289374302848	0.0010727653791392
GO:0015078	proton transmembrane transporter activity	molecular_function	1.05120748364167	0.000546969128278411
GO:0015077	monovalent inorganic cation transmembrane transporter activity	molecular_function	1.05116444454679	0.000546969128278411
GO:0045261	proton-transporting ATP synthase complex, catalytic core F(1)	cellular_component	1.04377986848011	0.00067274141843514
GO:0071265	L-methionine biosynthetic process	biological_process	1.04370033961073	0.0379961471381461
GO:0004518	nuclease activity	molecular_function	1.03861070627066	0.00312732976985571
GO:0006015	5-phosphoribose 1-diphosphate biosynthetic process	biological_process	1.03654845571695	0.00195874754164905
GO:0015075	ion transmembrane transporter activity	molecular_function	1.03478496427381	0.000546969128278411
GO:0004516	nicotinate phosphoribosyltransferase activity	molecular_function	1.02870442588534	0.00123976715145421
GO:0090529	cell septum assembly	biological_process	1.02136948224197	0.000769385742451271
GO:0007059	chromosome segregation	biological_process	1.01494840237507	0.0147859663282269
GO:0046933	proton-transporting ATP synthase activity, rotational mechanism	molecular_function	1.0116908207086	0.000546969128278411
GO:0046349	amino sugar biosynthetic process	biological_process	1.00129974806488	0.0127520571799816
GO:0016798	hydrolase activity, acting on glycosyl bonds	molecular_function	0.997848017949156	0.0223884222571219
GO:0008658	penicillin binding	molecular_function	0.995387890941622	0.0294869942659586
GO:1901070	guanosine-containing compound biosynthetic process	biological_process	0.990163325059498	0.000546969128278411
GO:1901068	guanosine-containing compound metabolic process	biological_process	0.984644916277134	0.000546969128278411
GO:0016260	selenocysteine biosynthetic process	biological_process	0.980142022768064	0.000769385742451271
GO:0016646	oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor	molecular_function	0.97593302604124	0.00440154869743547
GO:0006428	isoleucyl-tRNA aminoacylation	biological_process	0.975379323092056	0.0051622919048148
GO:0016053	organic acid biosynthetic process	biological_process	0.974755092375695	0.00123976715145421
GO:0022890	inorganic cation transmembrane transporter activity	molecular_function	0.972939070487367	0.000546969128278411
GO:0016758	transferase activity, transferring hexosyl groups	molecular_function	0.969902552139693	0.00440154869743547
GO:0006650	glycerophospholipid metabolic process	biological_process	0.967660918848903	0.0258088953221355
GO:0045226	extracellular polysaccharide biosynthetic process	biological_process	0.960763355053125	0.0110800686388734
GO:0006424	glutamyl-tRNA aminoacylation	biological_process	0.956350162689034	0.000769385742451271
GO:0016052	carbohydrate catabolic process	biological_process	0.955177692607638	0.00195874754164905
GO:0046394	carboxylic acid biosynthetic process	biological_process	0.954049611178093	0.00123976715145421
GO:0046486	glycerolipid metabolic process	biological_process	0.951198718944205	0.0294869942659586
GO:0004497	monooxygenase activity	molecular_function	0.950201388360863	0.0070181220896621
GO:0042623	ATPase activity, coupled	molecular_function	0.946867230317718	0.000546969128278411
GO:0006090	pyruvate metabolic process	biological_process	0.944388668021158	0.000769385742451271
GO:0042626	ATPase activity, coupled to transmembrane movement of substances	molecular_function	0.940266549153819	0.000546969128278411
GO:0009986	cell surface	cellular_component	0.939123178559022	0.000908064999737791
GO:0019829	cation-transporting ATPase activity	molecular_function	0.939104711573822	0.000546969128278411
GO:0042625	ATPase coupled ion transmembrane transporter activity	molecular_function	0.939104711573822	0.000546969128278411
GO:0072523	purine-containing compound catabolic process	biological_process	0.937557331910646	0.0319706332233927
GO:0008324	cation transmembrane transporter activity	molecular_function	0.933672940739967	0.000546969128278411
GO:0006865	amino acid transport	biological_process	0.933127410631457	0.0294869942659586
GO:0015405	P-P-bond-hydrolysis-driven transmembrane transporter activity	molecular_function	0.932928627724088	0.000546969128278411
GO:0008879	glucose-1-phosphate thymidylyltransferase activity	molecular_function	0.932629023358622	0.0192730011475692
GO:0097056	selenocysteinyl-tRNA(Sec) biosynthetic process	biological_process	0.931158888195501	0.00123976715145421
GO:0004371	glycerone kinase activity	molecular_function	0.925623108870646	0.00270334881889416
GO:0030145	manganese ion binding	molecular_function	0.925562768102449	0.00370025912010925
GO:0042219	cellular modified amino acid catabolic process	biological_process	0.922653833261467	0.0194832107882029
GO:0019512	lactose catabolic process via tagatose-6-phosphate	biological_process	0.917518874490749	0.0482588579619691
GO:0043101	purine-containing compound salvage	biological_process	0.914184466495286	0.000769385742451271
GO:0016832	aldehyde-lyase activity	molecular_function	0.906857773344154	0.00795631169848452
GO:0009891	positive regulation of biosynthetic process	biological_process	0.893109981796094	0.00370025912010925
GO:0031328	positive regulation of cellular biosynthetic process	biological_process	0.893109981796094	0.00370025912010925
GO:1902600	proton transmembrane transport	biological_process	0.883333180304209	0.000723853966690196
